"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","Date"
"3444","Kansas","US","2020-10-09 04:30:36","38.5266","-96.7265","66879","747","2231.0","60523.0","20.0","2179.6826569329637","549398.0","","1.176359427410592","84000020","USA","18858.180065725835","","10-08-2020"
"3445","Kentucky","US","2020-10-09 04:30:36","37.6681","-84.6701","77455","1234","13113.0","63108.0","21.0","1733.6765694355875","1500613.0","","1.5931831385966044","84000021","USA","33588.24605113221","","10-08-2020"
"3446","Louisiana","US","2020-10-09 04:30:36","31.1695","-91.8678","170621","5609","157873.0","7139.0","22.0","3670.220706703717","2440215.0","","3.2874030746508343","84000022","USA","52491.355822606885","","10-08-2020"
"3447","Maine","US","2020-10-09 04:30:36","44.6939","-69.3819","5638","142","4900.0","596.0","23.0","419.4278878629264","482615.0","","2.5186236253990777","84000023","USA","35903.19086572654","","10-08-2020"
"3448","Maryland","US","2020-10-09 04:30:36","39.0639","-76.8021","129425","3979","7676.0","117770.0","24.0","2140.784824866681","1696299.0","","3.0743673942437706","84000024","USA","28058.03482817483","","10-08-2020"
"3449","Massachusetts","US","2020-10-09 04:30:36","42.2302","-71.5301","136936","9565","116364.0","11007.0","25.0","1986.7383445462413","4541516.0","","6.985014897470352","84000025","USA","65890.66410272146","","10-08-2020"
"3450","Michigan","US","2020-10-09 04:30:36","43.3266","-84.5361","146493","7193","99521.0","39779.0","26.0","1466.8578913265703","3921840.0","","4.91013222474794","84000026","USA","39270.01257753065","","10-08-2020"
"3451","Minnesota","US","2020-10-09 04:30:36","45.6945","-93.9002","107922","2160","97254.0","8508.0","27.0","1913.6354996212522","2224194.0","","2.001445488408295","84000027","USA","39438.63713093336","","10-08-2020"
"3452","Mississippi","US","2020-10-09 04:30:36","32.7416","-89.6787","102819","3074","90577.0","9168.0","28.0","3454.7665456265804","807474.0","","2.9897197988698587","84000028","USA","27131.504504646782","","10-08-2020"
"3453","Missouri","US","2020-10-09 04:30:36","38.4561","-92.2884","139269","2255","","136719.0","29.0","2264.580537645411","1979390.0","","1.6318072913294048","84000029","USA","32251.131907372277","","10-08-2020"
"3454","Montana","US","2020-10-09 04:30:36","46.9219","-110.4544","16677","197","10656.0","5824.0","30.0","1560.3801724960654","381665.0","","1.1812676140792708","84000030","USA","35710.40945827852","","10-08-2020"
"3455","Nebraska","US","2020-10-09 04:30:36","41.1254","-98.2681","50059","514","35295.0","14250.0","31.0","2587.8201496271727","490130.0","","1.0267883897001535","84000031","USA","25337.467586982682","","10-08-2020"
"3456","Nevada","US","2020-10-09 04:30:36","38.3135","-117.0554","83827","1649","2261.0","79917.0","32.0","2721.518001036311","724198.0","","1.9671466234029609","84000032","USA","23511.73122400294","","10-08-2020"
"3457","New Hampshire","US","2020-10-09 04:30:36","43.4525","-71.5639","8878","448","7898.0","532.0","33.0","652.9328658810585","482118.0","","5.046181572426222","84000033","USA","35457.387636049134","","10-08-2020"
"3458","New Jersey","US","2020-10-09 04:30:36","40.2989","-74.521","217322","16161","35195.0","159792.0","34.0","2377.2065222653423","3842667.0","","7.653873112698202","84000034","USA","43262.60753260176","","10-08-2020"
"3459","New Mexico","US","2020-10-09 04:30:36","34.8405","-106.2485","31756","899","17766.0","13091.0","35.0","1514.4773369692996","965319.0","","2.8309610782214385","84000035","USA","46037.08743059162","","10-08-2020"
"3460","New York","US","2020-10-09 04:30:36","42.1657","-74.9481","473285","33429","77351.0","359526.0","36.0","2416.544713844421","11647440.0","","7.068010482786787","84000036","USA","59873.04843570799","","10-08-2020"
"3461","North Carolina","US","2020-10-09 04:30:36","35.6301","-79.8064","225397","3722","192644.0","29031.0","37.0","2149.0769906114406","3268955.0","","1.651308579972227","84000037","USA","31168.27630289765","","10-08-2020"
"3462","North Dakota","US","2020-10-09 04:30:36","47.5289","-99.784","25384","310","21242.0","3832.0","38.0","3330.96257259908","661206.0","","1.2212417270721714","84000038","USA","86765.38129443536","","10-08-2020"
"3463","Northern Mariana Islands","US","2020-10-09 04:30:36","15.0979","145.6739","75","2","29.0","44.0","69.0","136.00754388510083","15196.0","","2.6666666666666665","580","MNP","27556.941825039896","","10-08-2020"
"3464","Ohio","US","2020-10-09 04:30:36","40.3888","-82.7649","164262","5215","140808.0","18471.0","39.0","1405.257889828986","3489730.0","","3.0335683237754316","84000039","USA","29854.565364313763","","10-08-2020"
"3465","Oklahoma","US","2020-10-09 04:30:36","35.5653","-96.9289","95564","1085","81289.0","13190.0","40.0","2415.0796151905083","1304870.0","","1.1353647817169643","84000040","USA","32976.48630732952","","10-08-2020"
"3466","Oregon","US","2020-10-09 04:30:36","44.572","-122.0709","36116","594","5870.0","29652.0","41.0","856.2885737067057","718568.0","","1.6447004097906746","84000041","USA","17036.813817457085","","10-08-2020"
"3467","Pennsylvania","US","2020-10-09 04:30:36","40.5908","-77.2098","172948","8268","136021.0","28659.0","42.0","1350.9463256061224","2153031.0","","4.780627703124639","84000042","USA","16817.941337084416","","10-08-2020"
"3468","Puerto Rico","US","2020-10-09 04:30:36","18.2208","-66.5901","52294","715","22805.0","28774.0","72.0","1782.7046220641657","358266.0","","1.3672696676482965","630","PRI","12213.302752293577","","10-08-2020"
"3469","Rhode Island","US","2020-10-09 04:30:36","41.6809","-71.5118","26045","26","2408.0","22510.0","44.0","2458.5575644185506","859429.0","","4.327126127855633","84000044","USA","81127.11342025995","","10-08-2020"
"3470","South Carolina","US","2020-10-09 04:30:36","33.8569","-80.945","154755","3514","76477.0","74764.0","45.0","3005.7020063650843","1430639.0","","2.2706859229104066","84000045","USA","27786.336549282016","","10-08-2020"
"3471","South Dakota","US","2020-10-09 04:30:36","44.2998","-99.4388","26441","272","21496.0","4673.0","46.0","2988.8352461230825","211291.0","","1.028705419613479","84000046","USA","23883.891985499497","","10-08-2020"
"3472","Tennessee","US","2020-10-09 04:30:36","35.7478","-86.6923","209447","2705","189990.0","16752.0","47.0","3066.94484574562","3089853.0","","1.291496178030719","84000047","USA","45244.90077423712","","10-08-2020"
"3473","Texas","US","2020-10-09 04:30:36","31.0545","-97.5635","815327","17034","695194.0","95793.0","48.0","2785.7542938598767","6703106.0","","2.075755737514144","84000048","USA","23117.442094620263","","10-08-2020"
"3474","Utah","US","2020-10-09 04:30:36","40.15","-111.8624","81947","501","60220.0","21226.0","49.0","2556.0846399110656","892022.0","","0.6113707640304099","84000049","USA","27823.882908010648","","10-08-2020"
"3475","Vermont","US","2020-10-09 04:30:36","44.0459","-72.7107","1838","58","1638.0","142.0","50.0","294.5564745532373","169402.0","","3.1556039173014145","84000050","USA","27148.234984911596","","10-08-2020"
"3476","Virgin Islands","US","2020-10-09 04:30:36","18.3358","-64.8963","1324","20","1286.0","18.0","78.0","1234.2916806503338","21688.0","","1.5105740181268883","850","VIR","20218.51810418764","","10-08-2020"
"3477","Virginia","US","2020-10-09 04:30:36","37.7693","-78.17","155535","3328","18278.0","133667.0","51.0","1819.1043801788735","2189792.0","","2.1414310555806013","84000051","USA","25655.05389889004","","10-08-2020"
"3478","Washington","US","2020-10-09 04:30:36","47.4009","-121.4905","94143","2158","","89735.0","53.0","1207.0819642508436","1987477.0","","2.3749428838747577","84000053","USA","26099.867719743404","","10-08-2020"
"3479","West Virginia","US","2020-10-09 04:30:36","38.4912","-80.9545","17333","376","12699.0","4258.0","54.0","967.1639659023508","609660.0","","2.1692724860093464","84000054","USA","34018.414784055094","","10-08-2020"
"3480","Wisconsin","US","2020-10-09 04:30:36","44.2685","-89.6165","141830","1424","113596.0","26810.0","55.0","2435.9228460125096","1656295.0","","1.0040188958612424","84000055","USA","28446.780161011706","","10-08-2020"
"3481","Wyoming","US","2020-10-09 04:30:36","42.756","-107.3025","7092","54","5603.0","1435.0","56.0","1225.3805124412752","108942.0","","0.7614213197969543","84000056","USA","18823.37898849089","","10-08-2020"
"3482","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","10-09-2020"
"3483","Alabama","US","2020-10-10 04:30:24","32.3182","-86.9023","163897","2653","71240.0","89572.0","1.0","3333.8534034510217","1196452.0","","1.622977395772795","84000001","USA","24401.52676270628","","10-09-2020"
"3484","Alaska","US","2020-10-10 04:30:24","61.3707","-152.4044","9182","60","5734.0","3388.0","2.0","1255.1517678338312","493070.0","","0.653452406883032","84000002","USA","67401.18516290863","","10-09-2020"
"3485","American Samoa","US","2020-10-10 04:30:24","-14.271","-170.132","0","0","","0.0","60.0","0.0","1616.0","","","16","ASM","2904.3331356373897","","10-09-2020"
"3486","Arizona","US","2020-10-10 04:30:24","33.7298","-111.4312","224084","5746","36723.0","181615.0","4.0","3078.619487472861","1543445.0","","2.5642169900573","84000004","USA","21204.904655586968","","10-09-2020"
"3487","Arkansas","US","2020-10-10 04:30:24","34.9697","-92.3731","91312","1530","81563.0","8219.0","5.0","3025.7763592334027","1111526.0","","1.675573856667251","84000005","USA","36832.27936605558","","10-09-2020"
"3488","California","US","2020-10-10 04:30:24","36.1162","-119.6816","852445","16486","","832590.0","6.0","2148.89453321824","15736497.0","","1.9416400887553056","84000006","USA","39826.908751755116","","10-09-2020"
"3489","Colorado","US","2020-10-10 04:30:24","39.0598","-105.3111","76619","2103","6756.0","67736.0","8.0","1330.066181189761","1496198.0","","2.745610026764149","84000008","USA","25981.361187593946","","10-09-2020"
"3490","Connecticut","US","2020-10-10 04:30:24","41.5978","-72.7554","60038","4530","9522.0","45986.0","9.0","1683.9598046384485","1796539.0","","7.545221359805456","84000009","USA","50389.74421975005","","10-09-2020"
"3491","Delaware","US","2020-10-10 04:30:24","39.3185","-75.5071","21827","670","11236.0","9940.0","10.0","2241.5082093813285","304367.0","","2.9825445549090577","84000010","USA","31256.752149391432","","10-09-2020"
"3492","Diamond Princess","US","2020-10-10 04:30:24","","","49","0","","49.0","88888.0","","","","0.0","84088888","USA","","","10-09-2020"
"3493","District of Columbia","US","2020-10-10 04:30:24","38.8974","-77.0268","15843","634","12456.0","2753.0","11.0","2244.8490894071406","422225.0","","4.001767342043805","84000011","USA","59826.510558286296","","10-09-2020"
"3494","Florida","US","2020-10-10 04:30:24","27.7663","-81.6868","728921","15186","","713735.0","12.0","3393.844519094353","5518162.0","","2.0833533400738897","84000012","USA","25692.474025545616","","10-09-2020"
"3495","Georgia","US","2020-10-10 04:30:24","33.0406","-83.6431","329032","7348","","321684.0","13.0","3098.9817397310057","3112629.0","","2.2332174378175984","84000013","USA","29316.238036291856","","10-09-2020"
"3496","Grand Princess","US","2020-10-10 04:30:24","","","103","3","","100.0","99999.0","","","","2.9126213592233015","84099999","USA","","","10-09-2020"
"3497","Guam","US","2020-10-10 04:30:24","13.4443","144.7937","2989","58","2072.0","859.0","66.0","1820.0196067685972","54495.0","","1.9404483104717296","316","GUM","33182.3246807811","","10-09-2020"
"3498","Hawaii","US","2020-10-10 04:30:24","21.0943","-157.4983","13300","166","10604.0","2530.0","15.0","939.3504497581703","443992.0","","1.2481203007518795","84000015","USA","31358.201871355606","","10-09-2020"
"3499","Idaho","US","2020-10-10 04:30:24","44.2405","-114.4788","47088","506","23678.0","22904.0","16.0","2634.9349352150034","326789.0","","1.0745837580699966","84000016","USA","18286.352203193503","","10-09-2020"
"3500","Illinois","US","2020-10-10 04:30:24","40.3495","-88.9861","316546","9191","","307355.0","17.0","2498.030867071118","6180417.0","","2.9035274494070373","84000017","USA","48772.919061909095","","10-09-2020"
"3501","Indiana","US","2020-10-10 04:30:24","39.8494","-86.2583","131493","3814","101184.0","26548.0","18.0","1953.189579839872","1463436.0","","2.860228301126296","84000018","USA","21737.79551734725","","10-09-2020"
"3502","Iowa","US","2020-10-10 04:30:24","42.0115","-93.2105","97881","1454","75113.0","21314.0","19.0","3102.340043168614","808801.0","","1.485477263207364","84000019","USA","25634.962140301166","","10-09-2020"
"3503","Kansas","US","2020-10-10 04:30:24","38.5266","-96.7265","67216","771","2275.0","61668.0","20.0","2221.3190888452123","560189.0","","1.1913959885032606","84000020","USA","19228.582981443127","","10-09-2020"
"3504","Kentucky","US","2020-10-10 04:30:24","37.6681","-84.6701","78456","1242","13417.0","63797.0","21.0","1756.0819692936348","1525264.0","","1.5830529213826858","84000021","USA","34140.00979928477","","10-09-2020"
"3505","Louisiana","US","2020-10-10 04:30:24","31.1695","-91.8678","170878","5635","157873.0","7370.0","22.0","3675.7490222195256","2450087.0","","3.297674364166247","84000022","USA","52703.71197347097","","10-09-2020"
"3506","Maine","US","2020-10-10 04:30:24","44.6939","-69.3819","5665","143","4933.0","589.0","23.0","421.43649959976545","491052.0","","2.5242718446601944","84000023","USA","36530.84483697512","","10-09-2020"
"3507","Maryland","US","2020-10-10 04:30:24","39.0639","-76.8021","130159","3990","7704.0","118465.0","24.0","2152.925725476704","1707367.0","","3.0654814496116285","84000024","USA","28241.107700043667","","10-09-2020"
"3508","Massachusetts","US","2020-10-10 04:30:24","42.2302","-71.5301","137701","9577","116364.0","11760.0","25.0","1997.8373603899772","4601434.0","","6.954924074625458","84000025","USA","66759.9854508587","","10-09-2020"
"3509","Michigan","US","2020-10-10 04:30:24","43.3266","-84.5361","147816","7200","99521.0","41095.0","26.0","1480.105302398943","3965016.0","","4.870920603994156","84000026","USA","39702.34078649569","","10-09-2020"
"3510","Minnesota","US","2020-10-10 04:30:24","45.6945","-93.9002","109312","2174","97715.0","9423.0","27.0","1938.282497865109","2256165.0","","1.9888026932084308","84000027","USA","40005.53582219549","","10-09-2020"
"3511","Mississippi","US","2020-10-10 04:30:24","32.7416","-89.6787","103681","3080","90577.0","10024.0","28.0","3483.73014926336","808336.0","","2.970650360239581","84000028","USA","27160.46810828356","","10-09-2020"
"3512","Missouri","US","2020-10-10 04:30:24","38.4561","-92.2884","141285","2380","","138606.0","29.0","2297.428173495477","2000979.0","","1.6999638305567966","84000029","USA","32602.891634736894","","10-09-2020"
"3513","Montana","US","2020-10-10 04:30:24","46.9219","-110.4544","17399","206","10863.0","6330.0","30.0","1627.9339582214457","386746.0","","1.1839760905799184","84000030","USA","36185.81220796087","","10-09-2020"
"3514","Nebraska","US","2020-10-10 04:30:24","41.1254","-98.2681","50059","514","35456.0","14089.0","31.0","2587.8201496271727","494467.0","","1.0267883897001535","84000031","USA","25561.670547268208","","10-09-2020"
"3515","Nevada","US","2020-10-10 04:30:24","38.3135","-117.0554","84593","1657","2270.0","80666.0","32.0","2746.38687131431","730234.0","","1.958790916506094","84000032","USA","23707.695324522523","","10-09-2020"
"3516","New Hampshire","US","2020-10-10 04:30:24","43.4525","-71.5639","8970","450","7898.0","622.0","33.0","659.6990095689451","482118.0","","5.016722408026756","84000033","USA","35457.387636049134","","10-09-2020"
"3517","New Jersey","US","2020-10-10 04:30:24","40.2989","-74.521","218312","16164","35247.0","160602.0","34.0","2386.945111509661","3878988.0","","7.6240607887252185","84000034","USA","43671.52695450109","","10-09-2020"
"3518","New Mexico","US","2020-10-10 04:30:24","34.8405","-106.2485","32241","902","18045.0","13294.0","35.0","1537.6075016131501","973945.0","","2.797679972705561","84000035","USA","46448.47052382432","","10-09-2020"
"3519","New York","US","2020-10-10 04:30:24","42.1657","-74.9481","474894","33461","77432.0","360974.0","36.0","2424.728305527199","11786740.0","","7.057511617652048","84000036","USA","60589.112707951004","","10-09-2020"
"3520","North Carolina","US","2020-10-10 04:30:24","35.6301","-79.8064","227431","3747","192644.0","31040.0","37.0","2168.470427963773","3311285.0","","1.64753265825679","84000037","USA","31571.877189389405","","10-09-2020"
"3521","North Dakota","US","2020-10-10 04:30:24","47.5289","-99.784","26039","321","21755.0","3963.0","38.0","3416.913584459008","670039.0","","1.2327662352624909","84000038","USA","87924.47333681512","","10-09-2020"
"3522","Northern Mariana Islands","US","2020-10-10 04:30:24","15.0979","145.6739","75","2","29.0","44.0","69.0","136.00754388510083","15196.0","","2.6666666666666665","580","MNP","27556.941825039896","","10-09-2020"
"3523","Ohio","US","2020-10-10 04:30:24","40.3888","-82.7649","166102","5236","141642.0","19466.0","39.0","1420.9990503973788","3537962.0","","3.0065863144333","84000039","USA","30267.189090691332","","10-09-2020"
"3524","Oklahoma","US","2020-10-10 04:30:24","35.5653","-96.9289","97088","1091","82482.0","13515.0","40.0","2453.5939232306728","1321971.0","","1.1237228081740276","84000040","USA","33408.660311131935","","10-09-2020"
"3525","Oregon","US","2020-10-10 04:30:24","44.572","-122.0709","36526","597","5870.0","30059.0","41.0","866.0094263819673","730671.0","","1.634452171056234","84000041","USA","17323.768646551456","","10-09-2020"
"3526","Pennsylvania","US","2020-10-10 04:30:24","40.5908","-77.2098","174329","8292","137139.0","28898.0","42.0","1361.7337118474325","2169073.0","","4.7565235847162555","84000042","USA","16943.249990294476","","10-09-2020"
"3527","Puerto Rico","US","2020-10-10 04:30:24","18.2208","-66.5901","52892","720","23603.0","28569.0","72.0","1803.0904667881186","358864.0","","1.3612644634349242","630","PRI","12233.68859701753","","10-09-2020"
"3528","Rhode Island","US","2020-10-10 04:30:24","41.6809","-71.5118","26294","29","2422.0","22742.0","44.0","2482.0622998203635","864638.0","","4.297558378337263","84000044","USA","81618.82493314365","","10-09-2020"
"3529","South Carolina","US","2020-10-10 04:30:24","33.8569","-80.945","155676","3530","77102.0","75044.0","45.0","3023.5899682911113","1452568.0","","2.2675299982013932","84000045","USA","28212.24872851745","","10-09-2020"
"3530","South Dakota","US","2020-10-10 04:30:24","44.2998","-99.4388","27215","277","21750.0","5188.0","46.0","3076.326584593612","214153.0","","1.0178210545654969","84000046","USA","24207.40646961145","","10-09-2020"
"3531","Tennessee","US","2020-10-10 04:30:24","35.7478","-86.6923","211003","2732","191651.0","16620.0","47.0","3089.7294460501366","3116772.0","","1.2947683208295615","84000047","USA","45639.07728811713","","10-09-2020"
"3532","Texas","US","2020-10-10 04:30:24","31.0545","-97.5635","819912","17130","698481.0","96839.0","48.0","2801.056467296165","6746030.0","","2.0772207522614754","84000048","USA","23265.476913772687","","10-09-2020"
"3533","Utah","US","2020-10-10 04:30:24","40.15","-111.8624","83290","505","61326.0","21459.0","49.0","2597.975394562249","901048.0","","0.6063152839476528","84000049","USA","28105.42121886812","","10-09-2020"
"3534","Vermont","US","2020-10-10 04:30:24","44.0459","-72.7107","1846","58","1646.0","142.0","50.0","295.83854843595003","170439.0","","3.1419284940411703","84000050","USA","27314.423811958222","","10-09-2020"
"3535","Virgin Islands","US","2020-10-10 04:30:24","18.3358","-64.8963","1324","20","1286.0","18.0","78.0","1234.2916806503338","21758.0","","1.5105740181268883","850","VIR","20283.77521721296","","10-09-2020"
"3536","Virginia","US","2020-10-10 04:30:24","37.7693","-78.17","156649","3344","18336.0","134695.0","51.0","1832.0151358107223","2219510.0","","2.1365717647660705","84000051","USA","26003.222533978307","","10-09-2020"
"3537","Washington","US","2020-10-10 04:30:24","47.4009","-121.4905","94691","2165","","90370.0","53.0","1215.5128115391772","2016471.0","","2.366032843560933","84000053","USA","26480.621592450483","","10-09-2020"
"3538","West Virginia","US","2020-10-10 04:30:24","38.4912","-80.9545","17707","382","12896.0","4429.0","54.0","988.0327897209323","617623.0","","2.157338905517592","84000054","USA","34462.74217460956","","10-09-2020"
"3539","Wisconsin","US","2020-10-10 04:30:24","44.2685","-89.6165","144818","1440","115826.0","27552.0","55.0","2487.241590029187","1671293.0","","0.9943515308870444","84000055","USA","28704.3700280673","","10-09-2020"
"3540","Wyoming","US","2020-10-10 04:30:24","42.756","-107.3025","7335","54","5732.0","1549.0","56.0","1267.366900557918","110511.0","","0.7361963190184049","84000056","USA","19094.47628460205","","10-09-2020"
"3541","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","10-10-2020"
"3542","Alabama","US","2020-10-11 04:30:32","32.3182","-86.9023","164698","2664","71240.0","90622.0","1.0","3355.4923993281923","1204320.0","","1.6191969658291092","84000001","USA","24561.9938876465","","10-10-2020"
"3543","Alaska","US","2020-10-11 04:30:32","61.3707","-152.4044","9431","60","5761.0","3610.0","2.0","1289.1893184971534","499253.0","","0.6361997667267522","84000002","USA","68246.38265588583","","10-10-2020"
"3544","American Samoa","US","2020-10-11 04:30:32","-14.271","-170.132","0","0","","0.0","60.0","0.0","1616.0","","","16","ASM","2904.3331356373897","","10-10-2020"
"3545","Arizona","US","2020-10-11 04:30:32","33.7298","-111.4312","224978","5759","36920.0","182299.0","4.0","3090.9018718546145","1556015.0","","2.5598058476828847","84000004","USA","21377.599925921008","","10-10-2020"
"3546","Arkansas","US","2020-10-11 04:30:32","34.9697","-92.3731","92220","1552","82924.0","7744.0","5.0","3055.864463033385","1137716.0","","1.6829321188462372","84000005","USA","37700.12896795153","","10-10-2020"
"3547","California","US","2020-10-11 04:30:32","36.1162","-119.6816","855740","16567","","835843.0","6.0","2157.332428499404","15878445.0","","1.9435482924883565","84000006","USA","40186.1596093948","","10-10-2020"
"3548","Colorado","US","2020-10-11 04:30:32","39.0598","-105.3111","77642","2112","6792.0","68714.0","8.0","1347.8304961366525","1518454.0","","2.721018320492669","84000008","USA","26367.83488598887","","10-10-2020"
"3549","Connecticut","US","2020-10-11 04:30:32","41.5978","-72.7554","60038","4530","9522.0","45986.0","9.0","1683.9598046384485","1796539.0","","7.545221359805456","84000009","USA","50389.74421975005","","10-10-2020"
"3550","Delaware","US","2020-10-11 04:30:32","39.3185","-75.5071","21998","671","11338.0","10007.0","10.0","2259.0689325134217","307645.0","","2.9684516774252203","84000010","USA","31593.38402323356","","10-10-2020"
"3551","Diamond Princess","US","2020-10-11 04:30:32","","","49","0","","49.0","88888.0","","","","0.0","84088888","USA","","","10-10-2020"
"3552","District of Columbia","US","2020-10-11 04:30:32","38.8974","-77.0268","15918","636","12492.0","2790.0","11.0","2255.4760970259963","429099.0","","3.9954768186958165","84000011","USA","60800.51122991319","","10-10-2020"
"3553","Florida","US","2020-10-11 04:30:32","27.7663","-81.6868","728921","15186","","713735.0","12.0","3393.844519094353","5518162.0","","2.0833533400738897","84000012","USA","25692.474025545616","","10-10-2020"
"3554","Georgia","US","2020-10-11 04:30:32","33.0406","-83.6431","330269","7393","","322876.0","13.0","3110.6324011014726","3132559.0","","2.2384783312996377","84000013","USA","29503.948368638983","","10-10-2020"
"3555","Grand Princess","US","2020-10-11 04:30:32","","","103","3","","100.0","99999.0","","","","2.9126213592233015","84099999","USA","","","10-10-2020"
"3556","Guam","US","2020-10-11 04:30:32","13.4443","144.7937","2989","58","2072.0","859.0","66.0","1820.0196067685972","54816.0","","1.9404483104717296","316","GUM","33377.78346089911","","10-10-2020"
"3557","Hawaii","US","2020-10-11 04:30:32","21.0943","-157.4983","13371","168","10651.0","2552.0","15.0","944.3650273471048","447810.0","","1.2564505272604891","84000015","USA","31627.859015504222","","10-10-2020"
"3558","Idaho","US","2020-10-11 04:30:32","44.2405","-114.4788","47701","507","23881.0","23313.0","16.0","2669.236989141413","330962.0","","1.0628707993543112","84000016","USA","18519.863575191725","","10-10-2020"
"3559","Illinois","US","2020-10-11 04:30:32","40.3495","-88.9861","319451","9221","","310230.0","17.0","2520.955748980356","6246673.0","","2.8865146767422862","84000017","USA","49295.77998300323","","10-10-2020"
"3560","Indiana","US","2020-10-11 04:30:32","39.8494","-86.2583","133411","3831","101184.0","28445.0","18.0","1981.6794432860845","1474639.0","","2.834848700631882","84000018","USA","21904.20424528673","","10-10-2020"
"3561","Iowa","US","2020-10-11 04:30:32","42.0115","-93.2105","99042","1459","75948.0","21635.0","19.0","3139.13795890424","814078.0","","1.4731124169544234","84000019","USA","25802.216749549134","","10-10-2020"
"3562","Kansas","US","2020-10-11 04:30:32","38.5266","-96.7265","67299","773","2275.0","61991.0","20.0","2232.4747692833653","560189.0","","1.188517658635588","84000020","USA","19228.582981443127","","10-10-2020"
"3563","Kentucky","US","2020-10-11 04:30:32","37.6681","-84.6701","79445","1249","13539.0","64657.0","21.0","1778.218772949587","1536175.0","","1.5721568380640696","84000021","USA","34384.23089603917","","10-10-2020"
"3564","Louisiana","US","2020-10-11 04:30:32","31.1695","-91.8678","170878","5635","157873.0","7370.0","22.0","3675.7490222195256","2450087.0","","3.297674364166247","84000022","USA","52703.71197347097","","10-10-2020"
"3565","Maine","US","2020-10-11 04:30:32","44.6939","-69.3819","5695","143","4951.0","601.0","23.0","423.66829041847575","491082.0","","2.510974539069359","84000023","USA","36533.07662779383","","10-10-2020"
"3566","Maryland","US","2020-10-11 04:30:32","39.0639","-76.8021","130795","3995","7721.0","119079.0","24.0","2163.4456339071867","1719802.0","","3.0543981039030546","84000024","USA","28446.79175874344","","10-10-2020"
"3567","Massachusetts","US","2020-10-11 04:30:32","42.2302","-71.5301","138340","9587","116364.0","12389.0","25.0","2007.1083030359216","4670758.0","","6.930027468555733","84000025","USA","67765.77391406285","","10-10-2020"
"3568","Michigan","US","2020-10-11 04:30:32","43.3266","-84.5361","149453","7219","104271.0","37963.0","26.0","1496.4968458044407","4010309.0","","4.830281091714452","84000026","USA","40155.86685580859","","10-10-2020"
"3569","Minnesota","US","2020-10-11 04:30:32","45.6945","-93.9002","110828","2184","99054.0","9590.0","27.0","1965.1636844389848","2288662.0","","1.970621142671527","84000027","USA","40581.76136315277","","10-10-2020"
"3570","Mississippi","US","2020-10-11 04:30:32","32.7416","-89.6787","104638","3096","90577.0","10965.0","28.0","3515.885797384473","809293.0","","2.9587721477856994","84000028","USA","27192.623756404668","","10-10-2020"
"3571","Missouri","US","2020-10-11 04:30:32","38.4561","-92.2884","145932","2407","","143258.0","29.0","2373.6653203915384","2075699.0","","1.6638980793783718","84000029","USA","33820.3397253703","","10-10-2020"
"3572","Montana","US","2020-10-11 04:30:32","46.9219","-110.4544","18117","209","11361.0","6547.0","30.0","1695.1134847461303","388649.0","","1.153612629022465","84000030","USA","36363.86602269133","","10-10-2020"
"3573","Nebraska","US","2020-10-11 04:30:32","41.1254","-98.2681","51887","519","36091.0","15277.0","31.0","2682.3193452467112","504432.0","","1.0002505444523675","84000031","USA","26076.81523236049","","10-10-2020"
"3574","Nevada","US","2020-10-11 04:30:32","38.3135","-117.0554","85399","1659","2270.0","81470.0","32.0","2772.5543771159637","734943.0","","1.9426456984273819","84000032","USA","23860.57719154484","","10-10-2020"
"3575","New Hampshire","US","2020-10-11 04:30:32","43.4525","-71.5639","9092","455","7945.0","692.0","33.0","668.6715044594035","493109.0","","5.004399472063351","84000033","USA","36265.721171631325","","10-10-2020"
"3576","New Jersey","US","2020-10-11 04:30:32","40.2989","-74.521","219274","16171","35326.0","161380.0","34.0","2396.672442269305","3914021.0","","7.596405436002951","84000034","USA","44065.94544813835","","10-10-2020"
"3577","New Mexico","US","2020-10-11 04:30:32","34.8405","-106.2485","32722","907","18335.0","13480.0","35.0","1560.5469020125151","980053.0","","2.7718354623800496","84000035","USA","46739.76752515347","","10-10-2020"
"3578","New York","US","2020-10-11 04:30:32","42.1657","-74.9481","476397","33466","77514.0","362336.0","36.0","2432.166532389623","11921319.0","","7.03656188509605","84000036","USA","61280.908929732715","","10-10-2020"
"3579","North Carolina","US","2020-10-11 04:30:32","35.6301","-79.8064","229752","3765","192644.0","33343.0","37.0","2190.6003041165573","3350815.0","","1.6387234931578398","84000037","USA","31948.781111974316","","10-10-2020"
"3580","North Dakota","US","2020-10-11 04:30:32","47.5289","-99.784","26627","336","22123.0","4168.0","38.0","3494.0726607546367","678197.0","","1.261877042100124","84000038","USA","88994.98990895752","","10-10-2020"
